ind,w,r2,peak,nt,xyrot
S102 RM PS DOM TRIAL 2.c3d,0.269960400060021,0.84427991455048,1.09160305343511,1.50345189027422,17
S102 RM PS DOM TRIAL 2.c3d,0.267365870008961,0.848015442531886,1.09160305343511,1.50345189027422,18.2
S102 RM PS DOM TRIAL 2.c3d,0.266882555589678,0.8486998672836,1.09160305343511,1.50345189027422,18.4
S102 RM PS DOM TRIAL 2.c3d,0.266459423072162,0.849459631335053,1.09160305343511,1.50345189027422,18.6
S102 RM PS DOM TRIAL 2.c3d,0.265880264998417,0.849979254222962,1.09160305343511,1.50345189027422,18.8
S102 RM PS DOM TRIAL 2.c3d,0.267666130192588,0.847447089255534,1.09923664122137,1.50345189027422,18
S102 RM PS DOM TRIAL 2.c3d,0.265279307063624,0.851129114419719,1.0763358778626,1.50345189027422,19.2
S102 RM PS DOM TRIAL 2.c3d,0.264795307932785,0.851921342742943,1.0763358778626,1.50345189027422,19.4
S102 RM PS DOM TRIAL 2.c3d,0.264848904172911,0.851865900003559,1.0763358778626,1.50345189027422,19.6
S102 RM PS DOM TRIAL 2.c3d,0.264460402491452,0.852582921937345,1.0763358778626,1.50345189027422,19.8
S102 RM PS DOM TRIAL 2.c3d,0.265591837647747,0.850626787366954,1.08396946564885,1.50345189027422,19
S102 RM PS DOM TRIAL 2.c3d,0.31898804150347,0.794572943701583,1.13768115942029,1.52645845829091,1
S102 RM PS DOM TRIAL 2.c3d,0.314406784142713,0.797509249391711,1.13138686131387,1.52191068990631,2.2
S102 RM PS DOM TRIAL 2.c3d,0.312651205009687,0.799445023683348,1.12408759124088,1.52191068990631,2.4
S102 RM PS DOM TRIAL 2.c3d,0.312170040983856,0.799517189607403,1.12408759124088,1.52191068990631,2.6
S102 RM PS DOM TRIAL 2.c3d,0.310651445867124,0.800615132304142,1.11678832116788,1.52191068990631,2.8
S102 RM PS DOM TRIAL 2.c3d,0.263889801453184,0.853475773013401,1.0763358778626,1.50345189027422,20.2
S102 RM PS DOM TRIAL 2.c3d,0.263935220272089,0.85357495244373,1.0763358778626,1.50345189027422,20.4
S102 RM PS DOM TRIAL 2.c3d,0.26348971279713,0.854112531564454,1.08396946564885,1.50345189027422,20.6
S102 RM PS DOM TRIAL 2.c3d,0.263318889697389,0.854612067891347,1.08396946564885,1.50345189027422,20.8
S102 RM PS DOM TRIAL 2.c3d,0.264317537822124,0.852799721233702,1.0763358778626,1.50345189027422,20
S102 RM PS DOM TRIAL 2.c3d,0.263498865161805,0.854292804890634,1.09230769230769,1.50193726709607,21.2
S102 RM PS DOM TRIAL 2.c3d,0.263306180410709,0.854810107343759,1.1,1.50193726709607,21.4
S102 RM PS DOM TRIAL 2.c3d,0.263041408921674,0.855294715802246,1.1,1.50193726709607,21.6
S102 RM PS DOM TRIAL 2.c3d,0.263242759004493,0.855143896043235,1.09923664122137,1.51569697815721,21.8
S102 RM PS DOM TRIAL 2.c3d,0.263224951832592,0.854704139990884,1.09160305343511,1.50345189027422,21
S102 RM PS DOM TRIAL 2.c3d,0.262770744223025,0.856284098742018,1.11363636363636,1.51709588668203,22.2
S102 RM PS DOM TRIAL 2.c3d,0.262096717584174,0.857353813886209,1.11450381679389,1.50345189027422,22.4
S102 RM PS DOM TRIAL 2.c3d,0.262018985972115,0.857631202377936,1.10687022900763,1.50345189027422,22.6
S102 RM PS DOM TRIAL 2.c3d,0.261595710096803,0.858047890483741,1.10687022900763,1.50345189027422,22.8
S102 RM PS DOM TRIAL 2.c3d,0.262781793187948,0.856107029385611,1.09848484848485,1.51709588668203,22
S102 RM PS DOM TRIAL 2.c3d,0.261858150335273,0.857229492900097,1.1,1.50193726709607,23.2
S102 RM PS DOM TRIAL 2.c3d,0.262001157190375,0.857129219606704,1.10769230769231,1.50193726709607,23.4
S102 RM PS DOM TRIAL 2.c3d,0.261898171930851,0.857196489032381,1.11538461538462,1.50193726709607,23.6
S102 RM PS DOM TRIAL 2.c3d,0.261481348800512,0.857926806429612,1.11450381679389,1.50345189027422,23.8
S102 RM PS DOM TRIAL 2.c3d,0.261349282306941,0.857924558782148,1.10687022900763,1.50345189027422,23
S102 RM PS DOM TRIAL 2.c3d,0.261581415289259,0.858045030925809,1.11450381679389,1.50345189027422,24.2
S102 RM PS DOM TRIAL 2.c3d,0.261620390255339,0.858105879797503,1.11450381679389,1.50345189027422,24.4
S102 RM PS DOM TRIAL 2.c3d,0.261621199844916,0.8582830482698,1.11450381679389,1.50345189027422,24.6
S102 RM PS DOM TRIAL 2.c3d,0.266536898365757,0.852063485206183,1.11450381679389,1.51569697815721,24.8
S102 RM PS DOM TRIAL 2.c3d,0.261236488839239,0.858269662676243,1.11450381679389,1.50345189027422,24
S102 RM PS DOM TRIAL 2.c3d,0.266537222533331,0.852408510188548,1.12213740458015,1.51569697815721,25.2
S102 RM PS DOM TRIAL 2.c3d,0.266129048771559,0.853160083203947,1.12121212121212,1.51709588668203,25.4
S102 RM PS DOM TRIAL 2.c3d,0.266160256034955,0.853349096722276,1.12121212121212,1.51709588668203,25.6
S102 RM PS DOM TRIAL 2.c3d,0.266293849777077,0.853429913879771,1.12121212121212,1.51709588668203,25.8
S102 RM PS DOM TRIAL 2.c3d,0.266419921100543,0.852434370269408,1.12213740458015,1.51569697815721,25
S102 RM PS DOM TRIAL 2.c3d,0.2653582687352,0.854209971144174,1.12121212121212,1.51709588668203,26.2
S102 RM PS DOM TRIAL 2.c3d,0.26638333261074,0.852666624671974,1.12213740458015,1.51569697815721,26.4
S102 RM PS DOM TRIAL 2.c3d,0.266212821202203,0.852735412562844,1.12213740458015,1.51569697815721,26.6
S102 RM PS DOM TRIAL 2.c3d,0.265579520462192,0.853647992520005,1.12121212121212,1.51709588668203,26.8
S102 RM PS DOM TRIAL 2.c3d,0.266088554819326,0.853572307898251,1.12121212121212,1.51709588668203,26
S102 RM PS DOM TRIAL 2.c3d,0.265557087169916,0.853635618354253,1.1203007518797,1.53101714826045,27.2
S102 RM PS DOM TRIAL 2.c3d,0.265222464262106,0.853732083117108,1.1203007518797,1.53101714826045,27.4
S102 RM PS DOM TRIAL 2.c3d,0.265418641177239,0.853609888165264,1.1203007518797,1.53101714826045,27.6
S102 RM PS DOM TRIAL 2.c3d,0.266127700761663,0.852876957004269,1.1203007518797,1.5440429755814,27.8
S102 RM PS DOM TRIAL 2.c3d,0.265479660305252,0.853651846755109,1.12121212121212,1.51709588668203,27
S102 RM PS DOM TRIAL 2.c3d,0.261166098567512,0.859001197363243,1.10606060606061,1.52973430163036,28.2
S102 RM PS DOM TRIAL 2.c3d,0.260635526510411,0.859660517584196,1.10606060606061,1.52973430163036,28.4
S102 RM PS DOM TRIAL 2.c3d,0.261268766483347,0.858618778964613,1.10606060606061,1.52973430163036,28.6
S102 RM PS DOM TRIAL 2.c3d,0.261667096617209,0.857813856756188,1.09848484848485,1.52973430163036,28.8
S102 RM PS DOM TRIAL 2.c3d,0.266060859663682,0.852763981801482,1.11363636363636,1.52973430163036,28
S102 RM PS DOM TRIAL 2.c3d,0.262373589006477,0.857339652417591,1.08396946564885,1.52892167307085,29.2
S102 RM PS DOM TRIAL 2.c3d,0.262100977780999,0.857600379007475,1.08333333333333,1.52973430163036,29.4
S102 RM PS DOM TRIAL 2.c3d,0.262420121571506,0.857218251284044,1.08333333333333,1.52973430163036,29.6
S102 RM PS DOM TRIAL 2.c3d,0.262792481504236,0.856478161933568,1.08333333333333,1.52973430163036,29.8
S102 RM PS DOM TRIAL 2.c3d,0.262554445046486,0.856989003397728,1.09160305343511,1.52892167307085,29
S102 RM PS DOM TRIAL 2.c3d,0.314797265690136,0.797303811541708,1.1304347826087,1.53482770966137,2
S102 RM PS DOM TRIAL 2.c3d,0.311315620965037,0.798620918869586,1.10948905109489,1.52191068990631,3.2
S102 RM PS DOM TRIAL 2.c3d,0.310327311381293,0.800112890807965,1.10948905109489,1.52191068990631,3.4
S102 RM PS DOM TRIAL 2.c3d,0.306548288440688,0.804349765099062,1.1021897810219,1.52191068990631,3.6
S102 RM PS DOM TRIAL 2.c3d,0.305040828863947,0.806238070406455,1.1021897810219,1.52191068990631,3.8
S102 RM PS DOM TRIAL 2.c3d,0.264109200961873,0.854928216163545,1.09160305343511,1.52892167307085,30.2
S102 RM PS DOM TRIAL 2.c3d,0.263762580824934,0.855512831657402,1.09160305343511,1.52892167307085,30.4
S102 RM PS DOM TRIAL 2.c3d,0.263187096129771,0.856306980932974,1.09090909090909,1.52973430163036,30.6
S102 RM PS DOM TRIAL 2.c3d,0.263214710641667,0.856021226195752,1.09090909090909,1.52973430163036,30.8
S102 RM PS DOM TRIAL 2.c3d,0.263026498061881,0.856201118685039,1.08333333333333,1.52973430163036,30
S102 RM PS DOM TRIAL 2.c3d,0.263749719062292,0.855641511138422,1.08333333333333,1.52973430163036,31.2
S102 RM PS DOM TRIAL 2.c3d,0.264943471473414,0.854193659075113,1.08396946564885,1.52892167307085,31.4
S102 RM PS DOM TRIAL 2.c3d,0.265468417713889,0.853732626633327,1.08396946564885,1.52892167307085,31.6
S102 RM PS DOM TRIAL 2.c3d,0.264995317730343,0.854509636897465,1.08333333333333,1.52973430163036,31.8
S102 RM PS DOM TRIAL 2.c3d,0.263659716318224,0.855585243699466,1.09090909090909,1.52973430163036,31
S102 RM PS DOM TRIAL 2.c3d,0.266003954860913,0.853496910166181,1.09022556390977,1.5440429755814,32.2
S102 RM PS DOM TRIAL 2.c3d,0.266533866743077,0.852952299980936,1.09022556390977,1.5440429755814,32.4
S102 RM PS DOM TRIAL 2.c3d,0.267169031325902,0.851907801156857,1.09160305343511,1.52892167307085,32.6
S102 RM PS DOM TRIAL 2.c3d,0.267635970392432,0.85115567761911,1.09160305343511,1.52892167307085,32.8
S102 RM PS DOM TRIAL 2.c3d,0.265647950203436,0.853656297768751,1.09022556390977,1.5440429755814,32
S102 RM PS DOM TRIAL 2.c3d,0.267139401848176,0.851352690549024,1.09090909090909,1.52973430163036,33.2
S102 RM PS DOM TRIAL 2.c3d,0.267558089222907,0.85051448324251,1.09090909090909,1.52973430163036,33.4
S102 RM PS DOM TRIAL 2.c3d,0.269025236077334,0.849016941882453,1.09160305343511,1.52892167307085,33.6
S102 RM PS DOM TRIAL 2.c3d,0.26911802381514,0.848715378943085,1.09160305343511,1.52892167307085,33.8
S102 RM PS DOM TRIAL 2.c3d,0.267054444243858,0.851623372607396,1.09090909090909,1.52973430163036,33
S102 RM PS DOM TRIAL 2.c3d,0.269138860464354,0.848438349219225,1.09090909090909,1.52973430163036,34.2
S102 RM PS DOM TRIAL 2.c3d,0.269597121544604,0.847150858485522,1.09848484848485,1.52973430163036,34.4
S102 RM PS DOM TRIAL 2.c3d,0.269905154543803,0.846774419504671,1.09848484848485,1.52973430163036,34.6
S102 RM PS DOM TRIAL 2.c3d,0.269961466947576,0.846444299997342,1.09848484848485,1.52973430163036,34.8
S102 RM PS DOM TRIAL 2.c3d,0.268967260461311,0.848831518902924,1.09090909090909,1.52973430163036,34
S102 RM PS DOM TRIAL 2.c3d,0.270799704499571,0.845503058949415,1.09774436090226,1.5440429755814,35.2
S102 RM PS DOM TRIAL 2.c3d,0.271201090323408,0.844729190996953,1.09774436090226,1.5440429755814,35.4
S102 RM PS DOM TRIAL 2.c3d,0.271958940003956,0.844006752781878,1.09774436090226,1.5440429755814,35.6
S102 RM PS DOM TRIAL 2.c3d,0.272946846471634,0.842677072617623,1.09774436090226,1.5440429755814,35.8
S102 RM PS DOM TRIAL 2.c3d,0.2702988906253,0.846060852888386,1.09848484848485,1.52973430163036,35
S102 RM PS DOM TRIAL 2.c3d,0.273658438285985,0.841696592260683,1.11363636363636,1.52973430163036,36.2
S102 RM PS DOM TRIAL 2.c3d,0.273834163602672,0.841460256355685,1.11363636363636,1.52973430163036,36.4
S102 RM PS DOM TRIAL 2.c3d,0.274287877436796,0.840456154921766,1.12121212121212,1.52973430163036,36.6
S102 RM PS DOM TRIAL 2.c3d,0.274890165266757,0.839747017940752,1.12121212121212,1.52973430163036,36.8
S102 RM PS DOM TRIAL 2.c3d,0.273335603927898,0.842116719138252,1.10606060606061,1.52973430163036,36
S102 RM PS DOM TRIAL 2.c3d,0.275589678854271,0.838498317482883,1.12121212121212,1.52973430163036,37.2
S102 RM PS DOM TRIAL 2.c3d,0.276050207484337,0.837988414543813,1.12121212121212,1.52973430163036,37.4
S102 RM PS DOM TRIAL 2.c3d,0.275988959213711,0.837975088239149,1.12121212121212,1.52973430163036,37.6
S102 RM PS DOM TRIAL 2.c3d,0.276562062457446,0.837379231743585,1.12121212121212,1.52973430163036,37.8
S102 RM PS DOM TRIAL 2.c3d,0.27531644934248,0.839088317192493,1.12121212121212,1.52973430163036,37
S102 RM PS DOM TRIAL 2.c3d,0.277877226855526,0.835312356908955,1.12121212121212,1.52973430163036,38.2
S102 RM PS DOM TRIAL 2.c3d,0.277788458307907,0.835321560969549,1.12121212121212,1.52973430163036,38.4
S102 RM PS DOM TRIAL 2.c3d,0.278139691850961,0.834755158823203,1.12121212121212,1.52973430163036,38.6
S102 RM PS DOM TRIAL 2.c3d,0.278206747932772,0.834381200454471,1.12121212121212,1.52973430163036,38.8
S102 RM PS DOM TRIAL 2.c3d,0.277091846901833,0.836319993910146,1.12121212121212,1.52973430163036,38
S102 RM PS DOM TRIAL 2.c3d,0.280006435608638,0.83271754938502,1.12878787878788,1.52973430163036,39.2
S102 RM PS DOM TRIAL 2.c3d,0.280453243529403,0.832122893400706,1.12878787878788,1.52973430163036,39.4
S102 RM PS DOM TRIAL 2.c3d,0.281077704511429,0.83083311903981,1.12878787878788,1.52973430163036,39.6
S102 RM PS DOM TRIAL 2.c3d,0.281693173184393,0.830219787148609,1.12878787878788,1.52973430163036,39.8
S102 RM PS DOM TRIAL 2.c3d,0.279027887089329,0.833427824696405,1.12878787878788,1.52973430163036,39
S102 RM PS DOM TRIAL 2.c3d,0.310777948354452,0.799371749296035,1.11678832116788,1.52191068990631,3
S102 RM PS DOM TRIAL 2.c3d,0.309114754754996,0.801692288979753,1.11029411764706,1.51776783860801,4.2
S102 RM PS DOM TRIAL 2.c3d,0.307772160696374,0.803210684168691,1.11029411764706,1.51776783860801,4.4
S102 RM PS DOM TRIAL 2.c3d,0.307196028111606,0.803872803311057,1.11111111111111,1.5140389025535,4.6
S102 RM PS DOM TRIAL 2.c3d,0.306572815513823,0.804318138713871,1.11111111111111,1.5140389025535,4.8
S102 RM PS DOM TRIAL 2.c3d,0.282795638751271,0.828469000198698,1.11363636363636,1.52973430163036,40.2
S102 RM PS DOM TRIAL 2.c3d,0.283517676632946,0.82786212878203,1.11363636363636,1.52973430163036,40.4
S102 RM PS DOM TRIAL 2.c3d,0.284243271898066,0.82700140065928,1.11363636363636,1.52973430163036,40.6
S102 RM PS DOM TRIAL 2.c3d,0.284845873257191,0.826429115634086,1.11363636363636,1.52973430163036,40.8
S102 RM PS DOM TRIAL 2.c3d,0.282253186908614,0.829650266963439,1.12121212121212,1.52973430163036,40
S102 RM PS DOM TRIAL 2.c3d,0.285672512882382,0.825771198287162,1.12121212121212,1.52973430163036,41.2
S102 RM PS DOM TRIAL 2.c3d,0.286006126705076,0.825365442150275,1.12121212121212,1.52973430163036,41.4
S102 RM PS DOM TRIAL 2.c3d,0.286603980589875,0.824909195978388,1.12121212121212,1.52973430163036,41.6
S102 RM PS DOM TRIAL 2.c3d,0.287476158424346,0.823945583921544,1.12121212121212,1.52973430163036,41.8
S102 RM PS DOM TRIAL 2.c3d,0.285412535546759,0.825976501767163,1.11363636363636,1.52973430163036,41
S102 RM PS DOM TRIAL 2.c3d,0.288875002863781,0.822568835926476,1.14393939393939,1.52973430163036,42.2
S102 RM PS DOM TRIAL 2.c3d,0.289219593423266,0.821973183697049,1.13636363636364,1.52973430163036,42.4
S102 RM PS DOM TRIAL 2.c3d,0.289670458568762,0.821264527279586,1.13636363636364,1.52973430163036,42.6
S102 RM PS DOM TRIAL 2.c3d,0.289960939426217,0.820474555344976,1.14393939393939,1.52973430163036,42.8
S102 RM PS DOM TRIAL 2.c3d,0.288068822742717,0.823158630079163,1.12878787878788,1.52973430163036,42
S102 RM PS DOM TRIAL 2.c3d,0.286119051780782,0.824905073209449,1.13533834586466,1.53101714826045,43.2
S102 RM PS DOM TRIAL 2.c3d,0.283282454254301,0.826672583597911,1.12686567164179,1.53275968569089,43.4
S102 RM PS DOM TRIAL 2.c3d,0.283831961505044,0.825862501666046,1.12686567164179,1.53275968569089,43.6
S102 RM PS DOM TRIAL 2.c3d,0.28364216724357,0.826140277301958,1.12686567164179,1.53275968569089,43.8
S102 RM PS DOM TRIAL 2.c3d,0.285733027154737,0.825360121441124,1.13533834586466,1.53101714826045,43
S102 RM PS DOM TRIAL 2.c3d,0.283365339538644,0.825993136031942,1.12686567164179,1.53275968569089,44.2
S102 RM PS DOM TRIAL 2.c3d,0.284559673457071,0.825097883869407,1.12686567164179,1.53275968569089,44.4
S102 RM PS DOM TRIAL 2.c3d,0.28476975027386,0.824460848957778,1.12686567164179,1.53275968569089,44.6
S102 RM PS DOM TRIAL 2.c3d,0.285020499872151,0.824137532709812,1.11940298507463,1.53275968569089,44.8
S102 RM PS DOM TRIAL 2.c3d,0.283421221978514,0.826362713799732,1.12686567164179,1.53275968569089,44
S102 RM PS DOM TRIAL 2.c3d,0.285329220101516,0.82380885982395,1.12592592592593,1.53495169857056,45.2
S102 RM PS DOM TRIAL 2.c3d,0.28533024498575,0.823472488701006,1.12592592592593,1.53495169857056,45.4
S102 RM PS DOM TRIAL 2.c3d,0.285691384929681,0.823418645460569,1.125,1.53758327199985,45.6
S102 RM PS DOM TRIAL 2.c3d,0.285205856465255,0.824232069184348,1.125,1.53758327199985,45.8
S102 RM PS DOM TRIAL 2.c3d,0.285390745737594,0.823760654520123,1.11940298507463,1.53275968569089,45
S102 RM PS DOM TRIAL 2.c3d,0.286687689681985,0.823392487826447,1.125,1.53758327199985,46.2
S102 RM PS DOM TRIAL 2.c3d,0.288087763017111,0.820661013709189,1.12408759124088,1.54064478056525,46.4
S102 RM PS DOM TRIAL 2.c3d,0.28884210465891,0.820414346556182,1.12408759124088,1.54064478056525,46.6
S102 RM PS DOM TRIAL 2.c3d,0.289551489161156,0.819365335170672,1.12408759124088,1.54064478056525,46.8
S102 RM PS DOM TRIAL 2.c3d,0.286264031432907,0.823549391410806,1.125,1.53758327199985,46
S102 RM PS DOM TRIAL 2.c3d,0.289737864010007,0.818787176704596,1.12408759124088,1.54064478056525,47.2
S102 RM PS DOM TRIAL 2.c3d,0.290682257681783,0.818371590286458,1.12408759124088,1.54064478056525,47.4
S102 RM PS DOM TRIAL 2.c3d,0.291887090907962,0.817794391523182,1.12408759124088,1.54064478056525,47.6
S102 RM PS DOM TRIAL 2.c3d,0.291895737785609,0.817360113384945,1.12408759124088,1.54064478056525,47.8
S102 RM PS DOM TRIAL 2.c3d,0.289869068332121,0.818915376511416,1.12408759124088,1.54064478056525,47
S102 RM PS DOM TRIAL 2.c3d,0.292222472179086,0.81742235184238,1.1231884057971,1.54412687785078,48.2
S102 RM PS DOM TRIAL 2.c3d,0.293237684340349,0.816608585888203,1.1231884057971,1.54412687785078,48.4
S102 RM PS DOM TRIAL 2.c3d,0.294333341957509,0.81470954029053,1.1231884057971,1.54412687785078,48.6
S102 RM PS DOM TRIAL 2.c3d,0.293663023318539,0.815919174488619,1.12408759124088,1.54064478056525,48.8
S102 RM PS DOM TRIAL 2.c3d,0.291810332317671,0.817672493263344,1.12408759124088,1.54064478056525,48
S102 RM PS DOM TRIAL 2.c3d,0.284085993595675,0.825595140305502,1.09929078014184,1.56565346293604,49.2
S102 RM PS DOM TRIAL 2.c3d,0.284981763661182,0.825147013995287,1.09929078014184,1.56565346293604,49.4
S102 RM PS DOM TRIAL 2.c3d,0.284830484031039,0.826142727249482,1.1,1.56148311105,49.6
S102 RM PS DOM TRIAL 2.c3d,0.278321068747717,0.83293319410921,1.09219858156028,1.56565346293604,49.8
S102 RM PS DOM TRIAL 2.c3d,0.284757921514761,0.824608595967714,1.10791366906475,1.5577143674858,49
S102 RM PS DOM TRIAL 2.c3d,0.304230249124007,0.807050051403957,1.1021897810219,1.52191068990631,4
S102 RM PS DOM TRIAL 2.c3d,0.304621933609113,0.806065257850346,1.11764705882353,1.51776783860801,5.2
S102 RM PS DOM TRIAL 2.c3d,0.303829600049809,0.807279242770232,1.11029411764706,1.51776783860801,5.4
S102 RM PS DOM TRIAL 2.c3d,0.303323251389633,0.807878874633951,1.11029411764706,1.51776783860801,5.6
S102 RM PS DOM TRIAL 2.c3d,0.303543792733576,0.80729506428024,1.11111111111111,1.5140389025535,5.8
S102 RM PS DOM TRIAL 2.c3d,0.276693176777484,0.833814591875379,1.08450704225352,1.57021693846105,50.2
S102 RM PS DOM TRIAL 2.c3d,0.277183534211507,0.833456063769562,1.08450704225352,1.57021693846105,50.4
S102 RM PS DOM TRIAL 2.c3d,0.274494472890951,0.834954511348037,1.07692307692308,1.57516529027597,50.6
S102 RM PS DOM TRIAL 2.c3d,0.273964998555602,0.83625705492811,1.06993006993007,1.57516529027597,50.8
S102 RM PS DOM TRIAL 2.c3d,0.275762915084863,0.835121023145953,1.08510638297872,1.56565346293604,50
S102 RM PS DOM TRIAL 2.c3d,0.273217332609342,0.836850162295258,1.06944444444444,1.58049050012476,51.2
S102 RM PS DOM TRIAL 2.c3d,0.273914667518541,0.836030225967175,1.06206896551724,1.58618477094465,51.4
S102 RM PS DOM TRIAL 2.c3d,0.274352967811471,0.835953482861604,1.06206896551724,1.58618477094465,51.6
S102 RM PS DOM TRIAL 2.c3d,0.274488736821332,0.835996893265753,1.06206896551724,1.58618477094465,51.8
S102 RM PS DOM TRIAL 2.c3d,0.273799286039697,0.836709224428456,1.06944444444444,1.58049050012476,51
S102 RM PS DOM TRIAL 2.c3d,0.273660631560218,0.837274276596373,1.06206896551724,1.59370747734891,52.2
S102 RM PS DOM TRIAL 2.c3d,0.273392773398547,0.837166228421757,1.06206896551724,1.59370747734891,52.4
S102 RM PS DOM TRIAL 2.c3d,0.274086036496152,0.836488404157781,1.06164383561644,1.59927221907261,52.6
